Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
130,Phone,Network Issue,"Laptop, Printer, Smart Headphones, Sound Bar, Smart Security Camera, Gaming System, Smart TV, Desktop, Fitness Tracker, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
131,Phone,Battery Problem,"Smart TV, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
132,Phone,Battery Problem,"Desktop, Smart Thermostat, Sound Bar, Fitness Tracker, Gaming System, Smart Speaker, Smart TV, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
133,Phone,Slow Performance,"Smart Speaker, Smart Headphones, Sound Bar, Fitness Tracker, Gaming System, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
134,Smart Watch,Software Issue,"Printer, Gaming System, Smart Thermostat, Smart TV, Smart Headphones, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
135,Smart Watch,App Issue,"Fitness Tracker, Gaming System, Sound Bar, Smart Thermostat, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
136,Smart Watch,Battery Problem,"Gaming System, Smart Security Camera, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
137,Phone,Other,Smart Headphones,Are you worried about accidental damage to your laptop or desktop? We can protect those under HomeTech Protection.,False,False
138,Tablet,Other,"Smart Headphones, Fitness Tracker, Desktop, Smart Security Camera, Laptop",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
139,Smart Watch,Cracked Screen,"Smart Speaker, Smart TV, Smart Headphones, Printer, Laptop, Sound Bar, Smart Security Camera, Smart Thermostat, Gaming System, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
140,Phone,Software Issue,"Smart Speaker, Fitness Tracker, Smart Thermostat, Gaming System, Laptop, Desktop, Smart TV, Smart Headphones, Sound Bar","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
141,Tablet,Warranty Claim,"Printer, Smart Speaker, Smart Headphones, Laptop, Smart Thermostat, Fitness Tracker, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
142,Tablet,Warranty Claim,"Smart Thermostat, Desktop, Smart TV, Smart Headphones, Smart Security Camera, Printer, Fitness Tracker, Laptop, Sound Bar",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
143,Smart Watch,Warranty Claim,"Smart Headphones, Sound Bar, Smart Speaker, Gaming System","While we're discussing your {initial_device}, have you had any issues with other tech in your home?",False,False
144,Phone,Warranty Claim,"Fitness Tracker, Desktop, Smart Speaker, Printer, Laptop","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
145,Phone,Battery Problem,"Laptop, Smart Thermostat, Smart Security Camera, Printer, Smart TV, Smart Speaker, Sound Bar, Desktop, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
146,Smart Watch,App Issue,"Sound Bar, Smart Speaker, Fitness Tracker, Gaming System, Smart Security Camera, Printer, Smart Thermostat, Laptop, Smart TV, Desktop, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
147,Smart Watch,Warranty Claim,"Laptop, Smart Thermostat, Desktop, Gaming System, Smart TV, Smart Headphones, Printer, Sound Bar","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
148,Tablet,Slow Performance,"Gaming System, Laptop, Smart Speaker, Smart Headphones, Smart Thermostat, Desktop, Smart Security Camera, Fitness Tracker, Smart TV, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
149,Phone,Battery Problem,"Smart Headphones, Printer, Desktop, Smart Security Camera, Gaming System, Fitness Tracker, Sound Bar, Smart Thermostat, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
150,Tablet,Other,"Gaming System, Smart Thermostat, Laptop, Printer, Fitness Tracker, Smart TV, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
151,Phone,Phone Setup/Restore,"Desktop, Fitness Tracker, Smart Speaker, Smart Security Camera",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,True,False
152,Tablet,Other,"Sound Bar, Printer, Smart TV, Smart Headphones, Desktop, Fitness Tracker, Gaming System, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
153,Smart Watch,Warranty Claim,"Laptop, Gaming System, Smart Security Camera, Smart Headphones, Desktop, Printer, Smart Thermostat, Sound Bar, Smart Speaker, Smart TV, Fitness Tracker","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
154,Tablet,Battery Problem,"Smart TV, Smart Speaker, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
155,Tablet,Connectivity Issue,"Smart Security Camera, Smart Headphones, Smart TV, Smart Thermostat, Smart Speaker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
156,Phone,Phone Setup/Restore,"Laptop, Smart Headphones, Printer","Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",False,False
157,Phone,Cracked Screen,"Fitness Tracker, Sound Bar, Smart Speaker, Smart Security Camera, Gaming System, Smart Headphones, Smart TV, Laptop, Printer, Smart Thermostat, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
158,Smart Watch,Connectivity Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
159,Phone,Battery Problem,"Gaming System, Smart Thermostat, Smart Speaker, Desktop, Sound Bar, Laptop, Fitness Tracker, Smart TV, Smart Security Camera, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
160,Phone,Network Issue,"Smart Security Camera, Smart Headphones, Smart Thermostat, Fitness Tracker, Printer, Smart TV, Smart Speaker, Laptop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
161,Tablet,Other,"Smart Speaker, Smart Thermostat, Laptop, Sound Bar, Smart Security Camera, Smart Headphones, Desktop, Printer, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
162,Tablet,Connectivity Issue,"Smart Security Camera, Gaming System, Fitness Tracker","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
163,Phone,Warranty Claim,"Smart Headphones, Smart Security Camera, Sound Bar, Laptop, Smart Thermostat, Printer, Smart TV, Gaming System, Desktop, Smart Speaker, Fitness Tracker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
164,Smart Watch,Other,Gaming System,What other tech do you have at home that you'd want protected?,False,False
165,Tablet,Cracked Screen,"Smart Security Camera, Smart TV, Smart Speaker, Smart Headphones",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
166,Smart Watch,Battery Problem,"Smart Thermostat, Smart TV, Laptop, Smart Headphones, Sound Bar, Printer, Smart Security Camera, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
167,Tablet,Cracked Screen,"Sound Bar, Laptop, Smart Speaker, Desktop, Smart Thermostat, Gaming System, Printer, Fitness Tracker, Smart Headphones, Smart TV","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
